13:29:48 509	 start loadBaseParameter
14:59:40 486	7 finish getImage
14:59:40 488	 1:start getImage
14:59:40 489	 2 getImage times:0
14:59:40 514	3  GrabFrame times:0,result=
14:59:40 518	 5 ImageProcess result=
14:59:40 521	7 finish getImage
14:59:40 732	 1:start getImage
14:59:40 732	 2 getImage times:0
14:59:40 733	3  GrabFrame times:0,result=
14:59:40 737	 5 ImageProcess result=
14:59:40 740	7 finish getImage
14:59:40 742	 1:start getImage
14:59:40 742	 2 getImage times:0
14:59:40 754	3  GrabFrame times:0,result=
14:59:40 760	 5 ImageProcess result=
14:59:40 763	7 finish getImage
14:59:40 979	 1:start getImage
14:59:40 980	 2 getImage times:0
14:59:40 981	3  GrabFrame times:0,result=
14:59:40 985	 5 ImageProcess result=
14:59:40 988	7 finish getImage
14:59:40 989	 1:start getImage
14:59:40 990	 2 getImage times:0
14:59:40 994	3  GrabFrame times:0,result=
14:59:40 999	 5 ImageProcess result=
14:59:41 001	7 finish getImage
14:59:41 202	 1:start getImage
14:59:41 203	 2 getImage times:0
14:59:41 204	3  GrabFrame times:0,result=
14:59:41 208	 5 ImageProcess result=
14:59:41 221	7 finish getImage
14:59:41 222	 1:start getImage
14:59:41 223	 2 getImage times:0
14:59:41 234	3  GrabFrame times:0,result=
14:59:41 240	 5 ImageProcess result=
14:59:41 245	7 finish getImage
14:59:41 473	 1:start getImage
14:59:41 474	 2 getImage times:0
14:59:41 474	3  GrabFrame times:0,result=
14:59:41 479	 5 ImageProcess result=
14:59:41 482	7 finish getImage
14:59:41 484	 1:start getImage
14:59:41 484	 2 getImage times:0
14:59:41 514	3  GrabFrame times:0,result=
14:59:41 520	 5 ImageProcess result=
14:59:41 523	7 finish getImage
14:59:41 713	 1:start getImage
14:59:41 714	 2 getImage times:0
14:59:41 715	3  GrabFrame times:0,result=
14:59:41 721	 5 ImageProcess result=
14:59:41 725	7 finish getImage
14:59:41 727	 1:start getImage
14:59:41 728	 2 getImage times:0
14:59:41 754	3  GrabFrame times:0,result=
14:59:41 758	 5 ImageProcess result=
14:59:41 761	7 finish getImage
14:59:41 966	 1:start getImage
14:59:41 966	 2 getImage times:0
14:59:41 967	3  GrabFrame times:0,result=
14:59:41 972	 5 ImageProcess result=
14:59:41 975	7 finish getImage
14:59:41 977	 1:start getImage
14:59:41 977	 2 getImage times:0
14:59:41 994	3  GrabFrame times:0,result=
14:59:42 000	 5 ImageProcess result=
14:59:42 004	7 finish getImage
14:59:42 229	 1:start getImage
14:59:42 230	 2 getImage times:0
14:59:42 230	3  GrabFrame times:0,result=
14:59:42 235	 5 ImageProcess result=
14:59:42 237	7 finish getImage
14:59:42 239	 1:start getImage
14:59:42 240	 2 getImage times:0
14:59:42 241	3  GrabFrame times:0,result=
14:59:42 245	 5 ImageProcess result=
14:59:42 249	7 finish getImage
14:59:42 465	 1:start getImage
14:59:42 465	 2 getImage times:0
14:59:42 466	3  GrabFrame times:0,result=
14:59:42 472	 5 ImageProcess result=
14:59:42 475	7 finish getImage
14:59:42 479	 1:start getImage
14:59:42 480	 2 getImage times:0
14:59:42 481	3  GrabFrame times:0,result=
14:59:42 485	 5 ImageProcess result=
14:59:42 488	7 finish getImage
14:59:42 681	 1:start getImage
14:59:42 682	 2 getImage times:0
14:59:42 683	3  GrabFrame times:0,result=
14:59:42 688	 5 ImageProcess result=
14:59:42 691	7 finish getImage
14:59:42 692	 1:start getImage
14:59:42 693	 2 getImage times:0
14:59:42 714	3  GrabFrame times:0,result=
14:59:42 719	 5 ImageProcess result=
14:59:42 722	7 finish getImage
14:59:42 924	 1:start getImage
14:59:42 924	 2 getImage times:0
14:59:42 925	3  GrabFrame times:0,result=
14:59:42 930	 5 ImageProcess result=
14:59:42 933	7 finish getImage
14:59:42 935	 1:start getImage
14:59:42 935	 2 getImage times:0
14:59:42 955	3  GrabFrame times:0,result=
14:59:42 961	 5 ImageProcess result=
14:59:42 964	7 finish getImage
14:59:43 179	 1:start getImage
14:59:43 179	 2 getImage times:0
14:59:43 180	3  GrabFrame times:0,result=
14:59:43 185	 5 ImageProcess result=
14:59:43 188	7 finish getImage
14:59:43 190	 1:start getImage
14:59:43 190	 2 getImage times:0
14:59:43 193	3  GrabFrame times:0,result=
14:59:43 198	 5 ImageProcess result=
14:59:43 201	7 finish getImage
14:59:43 401	 1:start getImage
14:59:43 402	 2 getImage times:0
14:59:43 403	3  GrabFrame times:0,result=
14:59:43 407	 5 ImageProcess result=
14:59:43 410	7 finish getImage
14:59:43 412	 1:start getImage
14:59:43 412	 2 getImage times:0
14:59:43 434	3  GrabFrame times:0,result=
14:59:43 441	 5 ImageProcess result=
14:59:43 444	7 finish getImage
14:59:43 657	 1:start getImage
14:59:43 657	 2 getImage times:0
14:59:43 658	3  GrabFrame times:0,result=
14:59:43 663	 5 ImageProcess result=
14:59:43 666	7 finish getImage
14:59:43 668	 1:start getImage
14:59:43 668	 2 getImage times:0
14:59:43 674	3  GrabFrame times:0,result=
14:59:43 678	 5 ImageProcess result=
14:59:43 681	7 finish getImage
14:59:43 876	 1:start getImage
14:59:43 876	 2 getImage times:0
14:59:43 877	3  GrabFrame times:0,result=
14:59:43 882	 5 ImageProcess result=
14:59:43 885	7 finish getImage
14:59:43 887	 1:start getImage
14:59:43 887	 2 getImage times:0
14:59:43 919	3  GrabFrame times:0,result=
14:59:43 931	 5 ImageProcess result=
14:59:43 934	7 finish getImage
14:59:44 136	 1:start getImage
14:59:44 137	 2 getImage times:0
14:59:44 138	3  GrabFrame times:0,result=
14:59:44 142	 5 ImageProcess result=
14:59:44 145	7 finish getImage
14:59:44 147	 1:start getImage
14:59:44 148	 2 getImage times:0
14:59:44 154	3  GrabFrame times:0,result=
14:59:44 159	 5 ImageProcess result=
14:59:44 162	7 finish getImage
14:59:44 364	 1:start getImage
14:59:44 365	 2 getImage times:0
14:59:44 366	3  GrabFrame times:0,result=
14:59:44 370	 5 ImageProcess result=
14:59:44 373	7 finish getImage
14:59:44 375	 1:start getImage
14:59:44 375	 2 getImage times:0
14:59:44 395	3  GrabFrame times:0,result=
14:59:44 400	 5 ImageProcess result=
14:59:44 403	7 finish getImage
14:59:44 604	 1:start getImage
14:59:44 605	 2 getImage times:0
14:59:44 606	3  GrabFrame times:0,result=
14:59:44 610	 5 ImageProcess result=
14:59:44 614	7 finish getImage
14:59:44 616	 1:start getImage
14:59:44 617	 2 getImage times:0
14:59:44 635	3  GrabFrame times:0,result=
14:59:44 639	 5 ImageProcess result=
14:59:44 642	7 finish getImage
14:59:44 848	 1:start getImage
14:59:44 848	 2 getImage times:0
14:59:44 849	3  GrabFrame times:0,result=
14:59:44 854	 5 ImageProcess result=
14:59:44 857	7 finish getImage
14:59:44 859	 1:start getImage
14:59:44 859	 2 getImage times:0
14:59:44 874	3  GrabFrame times:0,result=
14:59:44 879	 5 ImageProcess result=
14:59:44 882	7 finish getImage
14:59:45 072	 1:start getImage
14:59:45 073	 2 getImage times:0
14:59:45 074	3  GrabFrame times:0,result=
14:59:45 079	 5 ImageProcess result=
14:59:45 083	7 finish getImage
14:59:45 085	 1:start getImage
14:59:45 086	 2 getImage times:0
14:59:45 114	3  GrabFrame times:0,result=
14:59:45 118	 5 ImageProcess result=
14:59:45 121	7 finish getImage
14:59:45 326	 1:start getImage
14:59:45 326	 2 getImage times:0
14:59:45 327	3  GrabFrame times:0,result=
14:59:45 332	 5 ImageProcess result=
14:59:45 335	7 finish getImage
14:59:45 341	 1:start getImage
14:59:45 343	 2 getImage times:0
14:59:45 355	3  GrabFrame times:0,result=
14:59:45 359	 5 ImageProcess result=
14:59:45 362	7 finish getImage
14:59:45 563	 1:start getImage
14:59:45 563	 2 getImage times:0
14:59:45 564	3  GrabFrame times:0,result=
14:59:45 569	 5 ImageProcess result=
14:59:45 572	7 finish getImage
14:59:45 574	 1:start getImage
14:59:45 574	 2 getImage times:0
14:59:45 594	3  GrabFrame times:0,result=
14:59:45 598	 5 ImageProcess result=
14:59:45 601	7 finish getImage
14:59:45 803	 1:start getImage
14:59:45 803	 2 getImage times:0
14:59:45 804	3  GrabFrame times:0,result=
14:59:45 809	 5 ImageProcess result=
14:59:45 811	7 finish getImage
14:59:45 813	 1:start getImage
14:59:45 814	 2 getImage times:0
14:59:45 834	3  GrabFrame times:0,result=
14:59:45 839	 5 ImageProcess result=
14:59:45 842	7 finish getImage
14:59:46 038	 1:start getImage
14:59:46 039	 2 getImage times:0
14:59:46 040	3  GrabFrame times:0,result=
14:59:46 046	 5 ImageProcess result=
14:59:46 049	7 finish getImage
14:59:46 051	 1:start getImage
14:59:46 052	 2 getImage times:0
14:59:46 074	3  GrabFrame times:0,result=
14:59:46 078	 5 ImageProcess result=
14:59:46 082	7 finish getImage
14:59:46 278	 1:start getImage
14:59:46 278	 2 getImage times:0
14:59:46 279	3  GrabFrame times:0,result=
14:59:46 284	 5 ImageProcess result=
14:59:46 286	7 finish getImage
14:59:46 288	 1:start getImage
14:59:46 289	 2 getImage times:0
14:59:46 315	3  GrabFrame times:0,result=
14:59:46 320	 5 ImageProcess result=
14:59:46 323	7 finish getImage
14:59:46 530	 1:start getImage
14:59:46 530	 2 getImage times:0
14:59:46 531	3  GrabFrame times:0,result=
14:59:46 536	 5 ImageProcess result=
14:59:46 538	7 finish getImage
14:59:46 540	 1:start getImage
14:59:46 541	 2 getImage times:0
14:59:46 554	3  GrabFrame times:0,result=
14:59:46 558	 5 ImageProcess result=
14:59:46 560	7 finish getImage
14:59:46 758	 1:start getImage
14:59:46 758	 2 getImage times:0
14:59:46 759	3  GrabFrame times:0,result=
14:59:46 764	 5 ImageProcess result=
14:59:46 767	7 finish getImage
14:59:46 769	 1:start getImage
14:59:46 769	 2 getImage times:0
14:59:46 794	3  GrabFrame times:0,result=
14:59:46 799	 5 ImageProcess result=
14:59:46 802	7 finish getImage
14:59:46 999	 1:start getImage
14:59:47 000	 2 getImage times:0
14:59:47 002	3  GrabFrame times:0,result=
14:59:47 006	 5 ImageProcess result=
14:59:47 009	7 finish getImage
14:59:47 011	 1:start getImage
14:59:47 011	 2 getImage times:0
14:59:47 034	3  GrabFrame times:0,result=
14:59:47 038	 5 ImageProcess result=
14:59:47 041	7 finish getImage
14:59:47 251	 1:start getImage
14:59:47 251	 2 getImage times:0
14:59:47 252	3  GrabFrame times:0,result=
14:59:47 257	 5 ImageProcess result=
14:59:47 259	7 finish getImage
14:59:47 261	 1:start getImage
14:59:47 262	 2 getImage times:0
14:59:47 274	3  GrabFrame times:0,result=
14:59:47 279	 5 ImageProcess result=
14:59:47 282	7 finish getImage
14:59:47 484	 1:start getImage
14:59:47 484	 2 getImage times:0
14:59:47 485	3  GrabFrame times:0,result=
14:59:47 490	 5 ImageProcess result=
14:59:47 492	7 finish getImage
14:59:47 494	 1:start getImage
14:59:47 495	 2 getImage times:0
14:59:47 514	3  GrabFrame times:0,result=
14:59:47 518	 5 ImageProcess result=
14:59:47 521	7 finish getImage
14:59:47 715	 1:start getImage
14:59:47 715	 2 getImage times:0
14:59:47 716	3  GrabFrame times:0,result=
14:59:47 721	 5 ImageProcess result=
14:59:47 723	7 finish getImage
14:59:47 725	 1:start getImage
14:59:47 726	 2 getImage times:0
14:59:47 754	3  GrabFrame times:0,result=
14:59:47 759	 5 ImageProcess result=
14:59:47 762	7 finish getImage
14:59:48 021	 1:start getImage
14:59:48 022	 2 getImage times:0
14:59:48 024	3  GrabFrame times:0,result=
14:59:48 030	 5 ImageProcess result=
14:59:48 033	7 finish getImage
14:59:48 034	 1:start getImage
14:59:48 035	 2 getImage times:0
14:59:48 036	3  GrabFrame times:0,result=
14:59:48 040	 5 ImageProcess result=
14:59:48 043	7 finish getImage
14:59:48 235	 1:start getImage
14:59:48 236	 2 getImage times:0
14:59:48 238	3  GrabFrame times:0,result=
14:59:48 242	 5 ImageProcess result=
14:59:48 245	7 finish getImage
14:59:48 247	 1:start getImage
14:59:48 247	 2 getImage times:0
14:59:48 275	3  GrabFrame times:0,result=
14:59:48 279	 5 ImageProcess result=
14:59:48 282	7 finish getImage
14:59:48 484	 1:start getImage
14:59:48 484	 2 getImage times:0
14:59:48 485	3  GrabFrame times:0,result=
14:59:48 490	 5 ImageProcess result=
14:59:48 493	7 finish getImage
14:59:48 494	 1:start getImage
14:59:48 495	 2 getImage times:0
14:59:48 514	3  GrabFrame times:0,result=
14:59:48 519	 5 ImageProcess result=
14:59:48 522	7 finish getImage
14:59:48 713	 1:start getImage
14:59:48 714	 2 getImage times:0
14:59:48 715	3  GrabFrame times:0,result=
14:59:48 719	 5 ImageProcess result=
14:59:48 722	7 finish getImage
14:59:48 724	 1:start getImage
14:59:48 725	 2 getImage times:0
14:59:48 754	3  GrabFrame times:0,result=
14:59:48 758	 5 ImageProcess result=
14:59:48 761	7 finish getImage
14:59:48 982	 1:start getImage
14:59:48 983	 2 getImage times:0
14:59:48 984	3  GrabFrame times:0,result=
14:59:48 989	 5 ImageProcess result=
14:59:48 992	7 finish getImage
14:59:48 994	 1:start getImage
14:59:48 995	 2 getImage times:0
14:59:48 996	3  GrabFrame times:0,result=
14:59:49 000	 5 ImageProcess result=
14:59:49 004	7 finish getImage
14:59:49 203	 1:start getImage
14:59:49 204	 2 getImage times:0
14:59:49 205	3  GrabFrame times:0,result=
14:59:49 212	 5 ImageProcess result=
14:59:49 215	7 finish getImage
14:59:49 216	 1:start getImage
14:59:49 217	 2 getImage times:0
14:59:49 234	3  GrabFrame times:0,result=
14:59:49 239	 5 ImageProcess result=
14:59:49 242	7 finish getImage
14:59:49 437	 1:start getImage
14:59:49 438	 2 getImage times:0
14:59:49 439	3  GrabFrame times:0,result=
14:59:49 443	 5 ImageProcess result=
14:59:49 446	7 finish getImage
14:59:49 448	 1:start getImage
14:59:49 448	 2 getImage times:0
14:59:49 474	3  GrabFrame times:0,result=
14:59:49 478	 5 ImageProcess result=
14:59:49 481	7 finish getImage
14:59:49 685	 1:start getImage
14:59:49 686	 2 getImage times:0
14:59:49 687	3  GrabFrame times:0,result=
14:59:49 691	 5 ImageProcess result=
14:59:49 694	7 finish getImage
14:59:49 695	 1:start getImage
14:59:49 696	 2 getImage times:0
14:59:49 714	3  GrabFrame times:0,result=
14:59:49 719	 5 ImageProcess result=
14:59:49 722	7 finish getImage
14:59:49 933	 1:start getImage
14:59:49 934	 2 getImage times:0
14:59:49 934	3  GrabFrame times:0,result=
14:59:49 939	 5 ImageProcess result=
14:59:49 943	7 finish getImage
14:59:49 946	 1:start getImage
14:59:49 947	 2 getImage times:0
14:59:49 955	3  GrabFrame times:0,result=
14:59:49 959	 5 ImageProcess result=
14:59:49 973	7 finish getImage
14:59:50 268	 1:start getImage
14:59:50 268	 2 getImage times:0
14:59:50 269	3  GrabFrame times:0,result=
14:59:50 274	 5 ImageProcess result=
14:59:50 277	7 finish getImage
14:59:50 279	 1:start getImage
14:59:50 280	 2 getImage times:0
14:59:50 281	3  GrabFrame times:0,result=
14:59:50 287	 5 ImageProcess result=
14:59:50 290	7 finish getImage
14:59:50 482	 1:start getImage
14:59:50 482	 2 getImage times:0
14:59:50 483	3  GrabFrame times:0,result=
14:59:50 489	 5 ImageProcess result=
14:59:50 493	7 finish getImage
14:59:50 496	 1:start getImage
14:59:50 496	 2 getImage times:0
14:59:50 514	3  GrabFrame times:0,result=
14:59:50 518	 5 ImageProcess result=
14:59:50 521	7 finish getImage
14:59:50 731	 1:start getImage
14:59:50 731	 2 getImage times:0
14:59:50 732	3  GrabFrame times:0,result=
14:59:50 737	 5 ImageProcess result=
14:59:50 740	7 finish getImage
14:59:50 741	 1:start getImage
14:59:50 742	 2 getImage times:0
14:59:50 754	3  GrabFrame times:0,result=
14:59:50 758	 5 ImageProcess result=
14:59:50 762	7 finish getImage
14:59:50 971	 1:start getImage
14:59:50 972	 2 getImage times:0
14:59:50 973	3  GrabFrame times:0,result=
14:59:50 979	 5 ImageProcess result=
14:59:50 981	7 finish getImage
14:59:50 983	 1:start getImage
14:59:50 984	 2 getImage times:0
14:59:50 994	3  GrabFrame times:0,result=
14:59:50 998	 5 ImageProcess result=
14:59:51 001	7 finish getImage
14:59:51 202	 1:start getImage
14:59:51 202	 2 getImage times:0
14:59:51 203	3  GrabFrame times:0,result=
14:59:51 208	 5 ImageProcess result=
14:59:51 211	7 finish getImage
14:59:51 213	 1:start getImage
14:59:51 214	 2 getImage times:0
14:59:51 234	3  GrabFrame times:0,result=
14:59:51 238	 5 ImageProcess result=
14:59:51 242	7 finish getImage
14:59:51 443	 1:start getImage
14:59:51 445	 2 getImage times:0
14:59:51 453	3  GrabFrame times:0,result=
14:59:51 469	 5 ImageProcess result=
14:59:51 472	7 finish getImage
14:59:51 474	 1:start getImage
14:59:51 474	 2 getImage times:0
14:59:51 475	3  GrabFrame times:0,result=
14:59:51 480	 5 ImageProcess result=
14:59:51 482	7 finish getImage
14:59:51 699	 1:start getImage
14:59:51 700	 2 getImage times:0
14:59:51 701	3  GrabFrame times:0,result=
14:59:51 706	 5 ImageProcess result=
14:59:51 709	7 finish getImage
14:59:51 710	 1:start getImage
14:59:51 711	 2 getImage times:0
14:59:51 714	3  GrabFrame times:0,result=
14:59:51 719	 5 ImageProcess result=
14:59:51 722	7 finish getImage
14:59:51 926	 1:start getImage
14:59:51 927	 2 getImage times:0
14:59:51 928	3  GrabFrame times:0,result=
14:59:51 934	 5 ImageProcess result=
14:59:51 937	7 finish getImage
14:59:51 939	 1:start getImage
14:59:51 940	 2 getImage times:0
