16:45:29 326	 start loadBaseParameter 
17:28:58 538	7 finish getImage
17:28:58 706	 1:start getImage
17:28:58 707	 2 getImage times:0
17:28:58 708	3  GrabFrame times:0,result=
17:28:58 712	 5 ImageProcess result=
17:28:58 715	7 finish getImage
17:28:58 717	 1:start getImage
17:28:58 717	 2 getImage times:0
17:28:58 731	3  GrabFrame times:0,result=
17:28:58 736	 5 ImageProcess result=
17:28:58 739	7 finish getImage
17:28:58 907	 1:start getImage
17:28:58 908	 2 getImage times:0
17:28:58 909	3  GrabFrame times:0,result=
17:28:58 913	 5 ImageProcess result=
17:28:58 916	7 finish getImage
17:28:58 917	 1:start getImage
17:28:58 918	 2 getImage times:0
17:28:58 931	3  GrabFrame times:0,result=
17:28:58 936	 5 ImageProcess result=
17:28:58 939	7 finish getImage
17:28:59 106	 1:start getImage
17:28:59 107	 2 getImage times:0
17:28:59 108	3  GrabFrame times:0,result=
17:28:59 112	 5 ImageProcess result=
17:28:59 115	7 finish getImage
17:28:59 117	 1:start getImage
17:28:59 118	 2 getImage times:0
17:28:59 131	3  GrabFrame times:0,result=
17:28:59 136	 5 ImageProcess result=
17:28:59 139	7 finish getImage
17:28:59 309	 1:start getImage
17:28:59 310	 2 getImage times:0
17:28:59 311	3  GrabFrame times:0,result=
17:28:59 316	 5 ImageProcess result=
17:28:59 319	7 finish getImage
17:28:59 320	 1:start getImage
17:28:59 321	 2 getImage times:0
17:28:59 330	3  GrabFrame times:0,result=
17:28:59 335	 5 ImageProcess result=
17:28:59 338	7 finish getImage
17:28:59 507	 1:start getImage
17:28:59 508	 2 getImage times:0
17:28:59 509	3  GrabFrame times:0,result=
17:28:59 513	 5 ImageProcess result=
17:28:59 516	7 finish getImage
17:28:59 518	 1:start getImage
17:28:59 519	 2 getImage times:0
17:28:59 531	3  GrabFrame times:0,result=
17:28:59 535	 5 ImageProcess result=
17:28:59 538	7 finish getImage
17:28:59 708	 1:start getImage
17:28:59 709	 2 getImage times:0
17:28:59 710	3  GrabFrame times:0,result=
17:28:59 714	 5 ImageProcess result=
17:28:59 717	7 finish getImage
17:28:59 719	 1:start getImage
17:28:59 719	 2 getImage times:0
17:28:59 731	3  GrabFrame times:0,result=
17:28:59 736	 5 ImageProcess result=
17:28:59 739	7 finish getImage
17:28:59 908	 1:start getImage
17:28:59 909	 2 getImage times:0
17:28:59 910	3  GrabFrame times:0,result=
17:28:59 914	 5 ImageProcess result=
17:28:59 917	7 finish getImage
17:28:59 919	 1:start getImage
17:28:59 920	 2 getImage times:0
17:28:59 931	3  GrabFrame times:0,result=
17:28:59 936	 5 ImageProcess result=
17:28:59 939	7 finish getImage
17:29:00 107	 1:start getImage
17:29:00 108	 2 getImage times:0
17:29:00 109	3  GrabFrame times:0,result=
17:29:00 113	 5 ImageProcess result=
17:29:00 116	7 finish getImage
17:29:00 118	 1:start getImage
17:29:00 119	 2 getImage times:0
17:29:00 131	3  GrabFrame times:0,result=
17:29:00 136	 5 ImageProcess result=
17:29:00 139	7 finish getImage
17:29:00 308	 1:start getImage
17:29:00 309	 2 getImage times:0
17:29:00 310	3  GrabFrame times:0,result=
17:29:00 314	 5 ImageProcess result=
17:29:00 318	7 finish getImage
17:29:00 320	 1:start getImage
17:29:00 321	 2 getImage times:0
17:29:00 331	3  GrabFrame times:0,result=
17:29:00 336	 5 ImageProcess result=
17:29:00 339	7 finish getImage
17:29:00 508	 1:start getImage
17:29:00 509	 2 getImage times:0
17:29:00 510	3  GrabFrame times:0,result=
17:29:00 516	 5 ImageProcess result=
17:29:00 519	7 finish getImage
17:29:00 521	 1:start getImage
17:29:00 521	 2 getImage times:0
17:29:00 531	3  GrabFrame times:0,result=
17:29:00 537	 5 ImageProcess result=
17:29:00 540	7 finish getImage
17:29:00 710	 1:start getImage
17:29:00 711	 2 getImage times:0
17:29:00 712	3  GrabFrame times:0,result=
17:29:00 716	 5 ImageProcess result=
17:29:00 719	7 finish getImage
17:29:00 720	 1:start getImage
17:29:00 722	 2 getImage times:0
17:29:00 731	3  GrabFrame times:0,result=
17:29:00 735	 5 ImageProcess result=
17:29:00 738	7 finish getImage
17:29:00 906	 1:start getImage
17:29:00 907	 2 getImage times:0
17:29:00 908	3  GrabFrame times:0,result=
17:29:00 912	 5 ImageProcess result=
17:29:00 915	7 finish getImage
17:29:00 916	 1:start getImage
17:29:00 917	 2 getImage times:0
17:29:00 930	3  GrabFrame times:0,result=
17:29:00 935	 5 ImageProcess result=
17:29:00 938	7 finish getImage
17:29:01 107	 1:start getImage
17:29:01 108	 2 getImage times:0
17:29:01 110	3  GrabFrame times:0,result=
17:29:01 115	 5 ImageProcess result=
17:29:01 119	7 finish getImage
17:29:01 122	 1:start getImage
17:29:01 123	 2 getImage times:0
17:29:01 131	3  GrabFrame times:0,result=
17:29:01 135	 5 ImageProcess result=
17:29:01 140	7 finish getImage
17:29:01 312	 1:start getImage
17:29:01 313	 2 getImage times:0
17:29:01 314	3  GrabFrame times:0,result=
17:29:01 319	 5 ImageProcess result=
17:29:01 322	7 finish getImage
17:29:01 324	 1:start getImage
17:29:01 325	 2 getImage times:0
17:29:01 331	3  GrabFrame times:0,result=
17:29:01 335	 5 ImageProcess result=
17:29:01 338	7 finish getImage
17:29:01 510	 1:start getImage
17:29:01 511	 2 getImage times:0
17:29:01 512	3  GrabFrame times:0,result=
17:29:01 516	 5 ImageProcess result=
17:29:01 520	7 finish getImage
17:29:01 521	 1:start getImage
17:29:01 522	 2 getImage times:0
17:29:01 531	3  GrabFrame times:0,result=
17:29:01 535	 5 ImageProcess result=
17:29:01 539	7 finish getImage
17:29:01 707	 1:start getImage
17:29:01 708	 2 getImage times:0
17:29:01 709	3  GrabFrame times:0,result=
17:29:01 713	 5 ImageProcess result=
17:29:01 716	7 finish getImage
17:29:01 718	 1:start getImage
17:29:01 719	 2 getImage times:0
17:29:01 731	3  GrabFrame times:0,result=
17:29:01 735	 5 ImageProcess result=
17:29:01 738	7 finish getImage
17:29:01 908	 1:start getImage
17:29:01 922	 2 getImage times:0
17:29:01 924	3  GrabFrame times:0,result=
17:29:01 928	 5 ImageProcess result=
17:29:01 931	7 finish getImage
17:29:01 932	 1:start getImage
17:29:01 933	 2 getImage times:0
17:29:01 934	3  GrabFrame times:0,result=
17:29:01 939	 5 ImageProcess result=
17:29:01 942	7 finish getImage
17:29:02 110	 1:start getImage
17:29:02 111	 2 getImage times:0
17:29:02 112	3  GrabFrame times:0,result=
17:29:02 117	 5 ImageProcess result=
17:29:02 119	7 finish getImage
17:29:02 121	 1:start getImage
17:29:02 122	 2 getImage times:0
17:29:02 131	3  GrabFrame times:0,result=
17:29:02 136	 5 ImageProcess result=
17:29:02 139	7 finish getImage
17:29:02 308	 1:start getImage
17:29:02 309	 2 getImage times:0
17:29:02 310	3  GrabFrame times:0,result=
17:29:02 315	 5 ImageProcess result=
17:29:02 318	7 finish getImage
17:29:02 320	 1:start getImage
17:29:02 320	 2 getImage times:0
17:29:02 331	3  GrabFrame times:0,result=
17:29:02 336	 5 ImageProcess result=
17:29:02 339	7 finish getImage
17:29:02 507	 1:start getImage
17:29:02 508	 2 getImage times:0
17:29:02 509	3  GrabFrame times:0,result=
17:29:02 514	 5 ImageProcess result=
17:29:02 519	7 finish getImage
17:29:02 522	 1:start getImage
17:29:02 523	 2 getImage times:0
17:29:02 530	3  GrabFrame times:0,result=
17:29:02 538	 5 ImageProcess result=
17:29:02 542	7 finish getImage
17:29:03 072	 1:start getImage
17:29:03 073	 2 getImage times:0
17:29:03 074	3  GrabFrame times:0,result=
17:29:03 079	 5 ImageProcess result=
17:29:03 082	7 finish getImage
17:29:03 083	 1:start getImage
17:29:03 084	 2 getImage times:0
17:29:03 091	3  GrabFrame times:0,result=
17:29:03 095	 5 ImageProcess result=
17:29:03 098	7 finish getImage
17:29:03 524	 1:start getImage
17:29:03 525	 2 getImage times:0
17:29:03 526	3  GrabFrame times:0,result=
17:29:03 530	 5 ImageProcess result=
17:29:03 533	7 finish getImage
17:29:03 535	 1:start getImage
17:29:03 535	 2 getImage times:0
17:29:03 536	3  GrabFrame times:0,result=
17:29:03 541	 5 ImageProcess result=
17:29:03 544	7 finish getImage
17:29:03 964	 1:start getImage
17:29:03 965	 2 getImage times:0
17:29:03 966	3  GrabFrame times:0,result=
17:29:03 970	 5 ImageProcess result=
17:29:03 974	7 finish getImage
17:29:03 976	 1:start getImage
17:29:03 976	 2 getImage times:0
17:29:03 977	3  GrabFrame times:0,result=
17:29:03 983	 5 ImageProcess result=
17:29:03 986	7 finish getImage
17:29:04 406	 1:start getImage
17:29:04 407	 2 getImage times:0
17:29:04 408	3  GrabFrame times:0,result=
17:29:04 412	 5 ImageProcess result=
17:29:04 415	7 finish getImage
17:29:04 417	 1:start getImage
17:29:04 418	 2 getImage times:0
17:29:04 419	3  GrabFrame times:0,result=
17:29:04 423	 5 ImageProcess result=
17:29:04 426	7 finish getImage
17:29:04 848	 1:start getImage
17:29:04 849	 2 getImage times:0
17:29:04 850	3  GrabFrame times:0,result=
17:29:04 854	 5 ImageProcess result=
17:29:04 857	7 finish getImage
17:29:04 859	 1:start getImage
17:29:04 859	 2 getImage times:0
17:29:04 861	3  GrabFrame times:0,result=
17:29:04 865	 5 ImageProcess result=
17:29:04 868	7 finish getImage
17:29:05 288	 1:start getImage
17:29:05 289	 2 getImage times:0
17:29:05 290	3  GrabFrame times:0,result=
17:29:05 295	 5 ImageProcess result=
17:29:05 298	7 finish getImage
17:29:05 299	 1:start getImage
17:29:05 300	 2 getImage times:0
17:29:05 301	3  GrabFrame times:0,result=
17:29:05 306	 5 ImageProcess result=
17:29:05 309	7 finish getImage
17:29:05 730	 1:start getImage
17:29:05 731	 2 getImage times:0
17:29:05 732	3  GrabFrame times:0,result=
17:29:05 736	 5 ImageProcess result=
17:29:05 739	7 finish getImage
17:29:05 741	 1:start getImage
17:29:05 742	 2 getImage times:0
17:29:05 771	3  GrabFrame times:0,result=
17:29:05 776	 5 ImageProcess result=
17:29:05 778	7 finish getImage
17:29:06 197	 1:start getImage
17:29:06 198	 2 getImage times:0
17:29:06 199	3  GrabFrame times:0,result=
17:29:06 204	 5 ImageProcess result=
17:29:06 207	7 finish getImage
17:29:06 208	 1:start getImage
17:29:06 209	 2 getImage times:0
17:29:06 210	3  GrabFrame times:0,result=
17:29:06 215	 5 ImageProcess result=
17:29:06 218	7 finish getImage
17:29:06 639	 1:start getImage
17:29:06 640	 2 getImage times:0
17:29:06 641	3  GrabFrame times:0,result=
17:29:06 646	 5 ImageProcess result=
17:29:06 648	7 finish getImage
17:29:06 650	 1:start getImage
17:29:06 651	 2 getImage times:0
17:29:06 652	3  GrabFrame times:0,result=
17:29:06 656	 5 ImageProcess result=
17:29:06 659	7 finish getImage
17:29:07 087	 1:start getImage
17:29:07 088	 2 getImage times:0
17:29:07 089	3  GrabFrame times:0,result=
17:29:07 094	 5 ImageProcess result=
17:29:07 097	7 finish getImage
17:29:07 098	 1:start getImage
17:29:07 099	 2 getImage times:0
17:29:07 100	3  GrabFrame times:0,result=
17:29:07 105	 5 ImageProcess result=
17:29:07 108	7 finish getImage
17:29:07 530	 1:start getImage
17:29:07 531	 2 getImage times:0
17:29:07 532	3  GrabFrame times:0,result=
17:29:07 536	 5 ImageProcess result=
17:29:07 539	7 finish getImage
17:29:07 541	 1:start getImage
17:29:07 542	 2 getImage times:0
17:29:07 571	3  GrabFrame times:0,result=
17:29:07 576	 5 ImageProcess result=
17:29:07 579	7 finish getImage
17:29:07 999	 1:start getImage
17:29:08 000	 2 getImage times:0
17:29:08 001	3  GrabFrame times:0,result=
17:29:08 005	 5 ImageProcess result=
17:29:08 008	7 finish getImage
17:29:08 010	 1:start getImage
17:29:08 011	 2 getImage times:0
17:29:08 012	3  GrabFrame times:0,result=
17:29:08 016	 5 ImageProcess result=
17:29:08 019	7 finish getImage
17:29:08 440	 1:start getImage
17:29:08 441	 2 getImage times:0
17:29:08 442	3  GrabFrame times:0,result=
17:29:08 447	 5 ImageProcess result=
17:29:08 450	7 finish getImage
17:29:08 451	 1:start getImage
17:29:08 452	 2 getImage times:0
17:29:08 453	3  GrabFrame times:0,result=
17:29:08 457	 5 ImageProcess result=
17:29:08 460	7 finish getImage
17:29:08 883	 1:start getImage
17:29:08 884	 2 getImage times:0
17:29:08 885	3  GrabFrame times:0,result=
17:29:08 889	 5 ImageProcess result=
17:29:08 892	7 finish getImage
17:29:08 894	 1:start getImage
17:29:08 894	 2 getImage times:0
17:29:08 896	3  GrabFrame times:0,result=
17:29:08 900	 5 ImageProcess result=
17:29:08 903	7 finish getImage
17:29:09 328	 1:start getImage
17:29:09 329	 2 getImage times:0
17:29:09 330	3  GrabFrame times:0,result=
17:29:09 334	 5 ImageProcess result=
17:29:09 337	7 finish getImage
17:29:09 339	 1:start getImage
17:29:09 340	 2 getImage times:0
17:29:09 341	3  GrabFrame times:0,result=
17:29:09 345	 5 ImageProcess result=
17:29:09 348	7 finish getImage
17:29:10 965	 1:start getImage
17:29:10 966	 2 getImage times:0
17:29:10 967	3  GrabFrame times:0,result=
17:29:10 971	 5 ImageProcess result=
17:29:10 974	7 finish getImage
17:29:10 976	 1:start getImage
17:29:10 976	 2 getImage times:0
17:29:10 977	3  GrabFrame times:0,result=
17:29:10 983	 5 ImageProcess result=
17:29:10 986	7 finish getImage
17:29:11 158	 1:start getImage
17:29:11 159	 2 getImage times:0
17:29:11 160	3  GrabFrame times:0,result=
17:29:11 164	 5 ImageProcess result=
17:29:11 168	7 finish getImage
17:29:11 169	 1:start getImage
17:29:11 170	 2 getImage times:0
17:29:11 171	3  GrabFrame times:0,result=
17:29:11 176	 5 ImageProcess result=
17:29:11 179	7 finish getImage
17:29:11 347	 1:start getImage
17:29:11 348	 2 getImage times:0
17:29:11 349	3  GrabFrame times:0,result=
17:29:11 353	 5 ImageProcess result=
17:29:11 356	7 finish getImage
17:29:11 358	 1:start getImage
17:29:11 359	 2 getImage times:0
17:29:11 370	3  GrabFrame times:0,result=
17:29:11 375	 5 ImageProcess result=
17:29:11 378	7 finish getImage
17:29:11 547	 1:start getImage
17:29:11 548	 2 getImage times:0
17:29:11 549	3  GrabFrame times:0,result=
17:29:11 553	 5 ImageProcess result=
17:29:11 556	7 finish getImage
17:29:11 558	 1:start getImage
17:29:11 559	 2 getImage times:0
17:29:11 570	3  GrabFrame times:0,result=
17:29:11 575	 5 ImageProcess result=
17:29:11 578	7 finish getImage
17:29:11 746	 1:start getImage
17:29:11 747	 2 getImage times:0
17:29:11 748	3  GrabFrame times:0,result=
17:29:11 752	 5 ImageProcess result=
17:29:11 755	7 finish getImage
17:29:11 757	 1:start getImage
17:29:11 757	 2 getImage times:0
17:29:11 771	3  GrabFrame times:0,result=
17:29:11 775	 5 ImageProcess result=
17:29:11 778	7 finish getImage
17:29:11 946	 1:start getImage
17:29:11 947	 2 getImage times:0
17:29:11 948	3  GrabFrame times:0,result=
17:29:11 952	 5 ImageProcess result=
17:29:11 955	7 finish getImage
17:29:11 957	 1:start getImage
17:29:11 957	 2 getImage times:0
17:29:11 971	3  GrabFrame times:0,result=
17:29:11 975	 5 ImageProcess result=
17:29:11 978	7 finish getImage
17:29:12 146	 1:start getImage
17:29:12 147	 2 getImage times:0
17:29:12 148	3  GrabFrame times:0,result=
17:29:12 152	 5 ImageProcess result=
17:29:12 155	7 finish getImage
17:29:12 157	 1:start getImage
17:29:12 157	 2 getImage times:0
17:29:12 171	3  GrabFrame times:0,result=
17:29:12 175	 5 ImageProcess result=
17:29:12 178	7 finish getImage
17:29:12 347	 1:start getImage
17:29:12 348	 2 getImage times:0
17:29:12 349	3  GrabFrame times:0,result=
17:29:12 354	 5 ImageProcess result=
17:29:12 356	7 finish getImage
17:29:12 358	 1:start getImage
17:29:12 359	 2 getImage times:0
17:29:12 371	3  GrabFrame times:0,result=
17:29:12 376	 5 ImageProcess result=
17:29:12 378	7 finish getImage
17:29:12 551	 1:start getImage
17:29:12 552	 2 getImage times:0
17:29:12 553	3  GrabFrame times:0,result=
17:29:12 558	 5 ImageProcess result=
17:29:12 561	7 finish getImage
17:29:12 562	 1:start getImage
17:29:12 563	 2 getImage times:0
17:29:12 571	3  GrabFrame times:0,result=
17:29:12 575	 5 ImageProcess result=
17:29:12 578	7 finish getImage
17:29:12 747	 1:start getImage
17:29:12 748	 2 getImage times:0
17:29:12 749	3  GrabFrame times:0,result=
17:29:12 753	 5 ImageProcess result=
17:29:12 756	7 finish getImage
17:29:12 758	 1:start getImage
17:29:12 759	 2 getImage times:0
17:29:12 771	3  GrabFrame times:0,result=
17:29:12 776	 5 ImageProcess result=
17:29:12 778	7 finish getImage
17:29:12 947	 1:start getImage
17:29:12 948	 2 getImage times:0
17:29:12 949	3  GrabFrame times:0,result=
17:29:12 953	 5 ImageProcess result=
17:29:12 956	7 finish getImage
17:29:12 958	 1:start getImage
17:29:12 959	 2 getImage times:0
17:29:12 971	3  GrabFrame times:0,result=
17:29:12 975	 5 ImageProcess result=
17:29:12 979	7 finish getImage
17:29:13 146	 1:start getImage
17:29:13 147	 2 getImage times:0
17:29:13 148	3  GrabFrame times:0,result=
17:29:13 152	 5 ImageProcess result=
17:29:13 155	7 finish getImage
17:29:13 157	 1:start getImage
17:29:13 157	 2 getImage times:0
17:29:13 170	3  GrabFrame times:0,result=
17:29:13 175	 5 ImageProcess result=
17:29:13 178	7 finish getImage
17:29:13 347	 1:start getImage
